Type;Status;Part number;Datasheet;Function;Bop;Brp;TC;Supply current;Supply voltage min;Supply voltage max;Ambient temperature;Package;Sensitive axis;AEC-Q100;Output type;Active pole;Output polarity;ASIL;Specific features;Product page
3-wire;Production;MLX92231LSE-AAA-042;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;51.2;41;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-045;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;20;15;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-046;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;13;12;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-048;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;18;16;-400;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-049;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;15;14;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-051;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;30;13.5;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-052;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;32;22.4;-1100;3;2.7;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-204;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;6.5;5.6;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;S;Inverted;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-207;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;-9.7;-8.7;-1300;3;2.7 ;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;N;Inverted;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-208;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;-8.9;-7.9;-1300;3;2.7;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;N;Inverted;;;https://melexis.com/MLX92231
3-wire;Production;MLX92232LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92232-datasheet-melexis.pdf;Programmable, switch, latch ;-80 to 80;-80 to 80;0 to 2000;3;2.7;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;N | S;Direct | Inverted;;;https://melexis.com/MLX92232
3-wire;Production;MLX92232LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92232-datasheet-melexis.pdf;Programmable, switch, latch ;-80 to 80;-80 to 80;0 to 2000;3;2.7;24;-40 to 150;UA;Bz;✔;Open Drain;N | S;Direct | Inverted;;;https://melexis.com/MLX92232
3-wire;Production;MLX92232LVA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92232-datasheet-melexis.pdf;Programmable, switch, latch ;-80 to 80;-80 to 80;0 to 2000;3;2.7 ;24;-40 to 150;VA; 2 x Bz;✔;Open drain;N | S;Direct | Inverted;;;https://melexis.com/MLX92232
3-wire;Production;MLX92232LSE-AAA-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92232-datasheet-melexis.pdf;Programmable, switch, latch ;-80 to 80;-80 to 80;0 to 2000;3;2.7;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;N | S;Direct | Inverted;;;https://melexis.com/MLX92232
3-wire;Production;MLX92232LUA-AAA-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92232-datasheet-melexis.pdf;Programmable, switch, latch ;-80 to 80;-80 to 80;0 to 2000;3;2.7;24;-40 to 150;UA;Bz;✔;Open drain;N | S;Direct | Inverted;;;https://melexis.com/MLX92232
3-wire;Production;MLX92232LSE-AAA-002;https://media.melexis.com/-/media/files/documents/datasheets/mlx92232-datasheet-melexis.pdf;Programmable, switch, latch ;-80 to 80;-80 to 80;0 to 2000;3;2.7;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;N | S;Direct | Inverted;;;https://melexis.com/MLX92232
3-wire;Production;MLX92232LUA-AAA-002;https://media.melexis.com/-/media/files/documents/datasheets/mlx92232-datasheet-melexis.pdf;Programmable, switch, latch ;-80 to 80;-80 to 80;0 to 2000;3;2.7;24;-40 to 150;UA;Bz;✔;Open drain;N | S;Direct | Inverted;;;https://melexis.com/MLX92232
